URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
bctech2082,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/,0.04828431372549019,0.0,0.04828431372549019,0.5599789915966387,40.8,19.852941176470587,24.261176470588236,40.8,81,408,1.8186274509803921,4,6.171568627450981
bctech2083,https://insights.blackcoffer.com/algorithmic-trading-for-multiple-commodities-markets-like-forex-metals-energy-etc/,0.0969527867965368,0.0,0.0969527867965368,0.3433779761904761,24.95,22.645290581162325,19.03811623246493,24.95,113,499,1.8757515030060121,2,6.284569138276553
bctech2084,https://insights.blackcoffer.com/trading-bot-for-forex/,0.12673160173160172,0.0,0.12673160173160172,0.43051948051948047,41.0,27.64227642276423,27.45691056910569,41.0,68,246,2.0365853658536586,3,6.873983739837398
bctech2085,https://insights.blackcoffer.com/python-model-for-the-analysis-of-sector-specific-stock-etfs-for-investment-purposes%ef%bf%bc/,0.17519550342130985,0.0,0.17519550342130985,0.39944840106130425,23.761904761904763,20.841683366733466,17.84143525145529,23.761904761904763,104,499,1.8356713426853708,6,5.967935871743487
bctech2086,https://insights.blackcoffer.com/medical-classification/,0.05380952380952381,0.0,0.05380952380952381,0.2904081632653061,25.5,26.225490196078432,20.690196078431374,25.5,107,408,1.9852941176470589,7,6.5245098039215685
bctech2087,https://insights.blackcoffer.com/design-develop-bert-question-answering-model-explanations-with-visualization/,0.16309523809523807,0.0,0.16309523809523807,0.3941558441558442,34.625,29.602888086642597,25.69115523465704,34.625,82,277,2.108303249097473,4,7.090252707581228
bctech2088,https://insights.blackcoffer.com/design-and-develop-solution-to-anomaly-detection-classification-problems/,0.09966931216931216,0.0,0.09966931216931216,0.44087301587301586,25.076923076923077,28.834355828220858,21.564511562057575,25.076923076923077,94,326,2.076687116564417,6,6.8128834355828225
bctech2089,https://insights.blackcoffer.com/an-etl-solution-for-currency-data-to-google-big-query/,0.06061242678889737,0.0,0.06061242678889737,0.2641329258976318,24.235294117647058,20.87378640776699,18.04363221016562,24.235294117647058,86,412,1.8398058252427185,12,6.094660194174757
bctech2090,https://insights.blackcoffer.com/etl-and-mlops-infrastructure-for-blockchain-analytics/,0.10966386554621849,0.0,0.10966386554621849,0.3333333333333333,21.285714285714285,23.937360178970916,18.08922978587408,21.285714285714285,107,447,1.9149888143176734,1,6.505592841163311
bctech2091,https://insights.blackcoffer.com/an-agent-based-model-of-a-virtual-power-plant-vpp/,0.0794047619047619,0.0,0.0794047619047619,0.37357142857142855,24.3,27.983539094650205,20.913415637860084,24.3,68,243,2.0864197530864197,1,7.111111111111111
bctech2092,https://insights.blackcoffer.com/transform-api-into-sdk-library-and-widget/,0.14689153439153438,0.0,0.14689153439153438,0.40615079365079354,31.272727272727273,26.16279069767442,22.974207188160676,31.272727272727273,90,344,1.997093023255814,1,6.755813953488372
bctech2093,https://insights.blackcoffer.com/integration-of-a-product-to-a-cloud-based-crm-platform/,0.09669913419913417,0.0,0.09669913419913417,0.3610930735930735,18.434782608695652,26.650943396226417,18.03429040196883,18.434782608695652,113,424,1.9245283018867925,3,6.558962264150943
bctech2094,https://insights.blackcoffer.com/a-web-based-dashboard-for-the-filtered-data-retrieval-of-land-records/,0.1381780917495203,0.0,0.1381780917495203,0.40414268271411136,24.555555555555557,26.018099547511316,20.22946204122675,24.555555555555557,115,442,1.9298642533936652,2,6.427601809954751
bctech2095,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/,0.07218614718614719,0.0,0.07218614718614719,0.34870129870129873,24.6,25.745257452574528,20.138102981029814,24.6,95,369,2.013550135501355,2,6.70189701897019
bctech2096,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/,0.0794047619047619,0.0,0.0794047619047619,0.3335714285714286,44.166666666666664,28.30188679245283,28.9874213836478,44.166666666666664,75,265,2.0113207547169814,2,6.618867924528302
bctech2097,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/,0.1495421245421245,0.0,0.1495421245421245,0.38992673992673993,22.733333333333334,28.152492668621704,20.35433040078202,22.733333333333334,96,341,2.0527859237536656,1,6.788856304985337
bctech2098,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/,0.12875541125541123,0.0,0.12875541125541123,0.41057359307359304,22.055555555555557,25.94458438287154,19.20005597537084,22.055555555555557,103,397,2.0579345088161207,4,6.793450881612091
bctech2099,https://insights.blackcoffer.com/web-data-connector/,0.0782594856124268,0.0,0.0782594856124268,0.3071193512369983,21.4375,25.94752186588921,18.954008746355687,21.4375,89,343,2.011661807580175,2,6.615160349854228
bctech2100,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/,0.18126566416040102,0.0,0.18126566416040102,0.43959899749373427,52.333333333333336,25.159235668789808,30.99702760084926,52.333333333333336,79,314,1.89171974522293,2,6.350318471337579
bctech2101,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/,0.0,0.12706349206349205,-0.12706349206349205,0.5357142857142857,38.0,22.63157894736842,24.252631578947373,38.0,86,380,1.8342105263157895,2,6.173684210526316
bctech2102,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/,0.1247874149659864,0.0,0.1247874149659864,0.3939625850340137,25.216216216216218,22.508038585209004,19.08970192057009,25.216216216216218,210,933,1.804930332261522,5,5.876741693461951
bctech2103,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/,0.12437449556093626,0.0,0.12437449556093626,0.480540758676352,23.634146341463413,20.639834881320947,17.709592489113742,23.634146341463413,200,969,1.78328173374613,3,5.847265221878225
bctech2104,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/,0.08822751322751322,0.0,0.08822751322751322,0.47063492063492063,32.142857142857146,32.0,25.65714285714286,32.142857142857146,72,225,2.128888888888889,1,7.164444444444444
bctech2105,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/,0.06876417233560089,0.0,0.06876417233560089,0.29425257282400136,22.65,22.29580573951435,17.97832229580574,22.65,101,453,1.814569536423841,5,5.880794701986755
bctech2106,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/,0.13361678004535146,0.0,0.13361678004535146,0.3631519274376417,27.75,26.726726726726728,21.790690690690692,27.75,89,333,1.9639639639639639,4,6.4774774774774775
bctech2107,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/,0.05040432900432901,0.0,0.05040432900432901,0.3592588744588745,23.0,20.434782608695652,17.373913043478264,23.0,94,460,1.7891304347826087,3,5.886956521739131
bctech2108,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/,0.09923115079365079,0.0,0.09923115079365079,0.3867311507936508,26.857142857142858,26.861702127659576,21.487537993920974,26.857142857142858,101,376,1.9574468085106382,5,6.473404255319149
bctech2109,https://insights.blackcoffer.com/statistical-data-analysis-of-reinforced-concrete/,0.12563025210084033,0.0,0.12563025210084033,0.40329131652661065,27.833333333333332,26.94610778443114,21.91177644710579,27.833333333333332,135,501,1.9720558882235528,6,6.397205588822355
bctech2110,https://insights.blackcoffer.com/database-normalization-segmentation-with-google-data-studio-dashboard-insights/,0.149120082815735,0.0,0.149120082815735,0.45486542443064176,18.94736842105263,27.22222222222222,18.46783625730994,18.94736842105263,98,360,2.0444444444444443,10,6.527777777777778
bctech2111,https://insights.blackcoffer.com/power-bi-dashboard-to-drive-insights-from-complex-data-to-generate-business-insights/,0.1042321713374345,0.0,0.1042321713374345,0.3933470038733196,23.35,22.91220556745182,18.50488222698073,23.35,107,467,1.8650963597430408,10,5.895074946466809
bctech2112,https://insights.blackcoffer.com/real-time-dashboard-to-monitor-infrastructure-activity-and-machines/,0.031572420634920634,0.0,0.031572420634920634,0.37653769841269835,30.77777777777778,29.96389891696751,24.296670677898117,30.77777777777778,83,277,2.072202166064982,3,6.805054151624549
bctech2113,https://insights.blackcoffer.com/electric-vehicles-ev-load-management-system-to-forecast-energy-demand/,0.06044973544973545,0.0,0.06044973544973545,0.3873015873015873,25.75,27.427184466019416,21.270873786407765,25.75,113,412,1.9975728155339805,8,6.45873786407767
bctech2114,https://insights.blackcoffer.com/power-bi-data-driven-map-dashboard/,0.09925595238095238,0.0,0.09925595238095238,0.4044642857142857,39.0,32.30769230769231,28.523076923076925,39.0,63,195,2.1538461538461537,2,7.297435897435897
bctech2115,https://insights.blackcoffer.com/google-local-service-ads-lsa-leads-dashboard/,0.16866767983789263,0.0,0.16866767983789263,0.4133485309017224,18.3,22.26775956284153,16.227103825136613,18.3,163,732,1.8360655737704918,3,5.882513661202186
bctech2116,https://insights.blackcoffer.com/aws-lex-voice-and-chatbot/,0.25522486772486774,0.0,0.25522486772486774,0.4242063492063492,23.63157894736842,19.599109131403118,17.292275231508615,23.63157894736842,88,449,1.78173719376392,6,6.013363028953229
bctech2117,https://insights.blackcoffer.com/metabridges-api-decentraland-integration/,0.02404761904761904,0.0,0.02404761904761904,0.4579365079365079,20.55,25.547445255474454,18.438978102189783,20.55,105,411,1.9391727493917275,2,6.510948905109489
bctech2118,https://insights.blackcoffer.com/microsoft-azure-chatbot-with-luis-language-understanding/,0.1303113553113553,0.0,0.1303113553113553,0.3976190476190476,29.6,28.37837837837838,23.191351351351354,29.6,84,296,2.016891891891892,1,6.608108108108108
bctech2119,https://insights.blackcoffer.com/impact-of-news-media-and-press-on-innovation-startups-and-investments/,0.08882275132275132,0.0,0.08882275132275132,0.4812610229276896,18.75,21.777777777777775,16.21111111111111,18.75,98,450,1.8911111111111112,10,6.051111111111111
bctech2120,https://insights.blackcoffer.com/aws-quicksight-reporting-dashboard/,0.15900000000000003,0.0,0.15900000000000003,0.4219340659340659,27.11111111111111,20.491803278688526,19.041165755919856,27.11111111111111,100,488,1.8073770491803278,7,5.918032786885246
bctech2121,https://insights.blackcoffer.com/google-data-studio-dashboard-for-marketing-ads-and-traction-data/,0.15148809523809523,0.0,0.15148809523809523,0.43643707482993194,26.375,19.431279620853083,18.322511848341232,26.375,123,633,1.7772511848341233,8,5.916271721958926
bctech2122,https://insights.blackcoffer.com/gangala-in-e-commerce-big-data-etl-elt-solution-and-data-warehouse/,0.19390582535743825,0.0,0.19390582535743825,0.43533223049352077,23.42105263157895,22.02247191011236,18.177409816676523,23.42105263157895,98,445,1.8359550561797753,9,5.932584269662922
bctech2123,https://insights.blackcoffer.com/big-data-solution-to-an-online-multivendor-marketplace-ecommerce-business/,0.26156778827233373,0.0,0.26156778827233373,0.457324556756375,25.68421052631579,23.15573770491803,19.53597929249353,25.68421052631579,113,488,1.8545081967213115,7,6.014344262295082
bctech2124,https://insights.blackcoffer.com/creating-a-custom-report-and-dashboard-using-the-data-got-from-atera-api/,0.05804473304473304,0.0,0.05804473304473304,0.32041847041847044,20.25,29.218106995884774,19.787242798353912,20.25,71,243,2.1069958847736627,3,7.106995884773663
bctech2125,https://insights.blackcoffer.com/azure-data-lake-and-power-bi-dashboard/,0.04430394167236272,0.0,0.04430394167236272,0.4335611756664388,19.41176470588235,28.78787878787879,19.279857397504458,19.41176470588235,95,330,2.1121212121212123,2,7.084848484848485
bctech2126,https://insights.blackcoffer.com/google-data-studio-pipeline-with-gcp-mysql/,0.09697953561589925,0.0,0.09697953561589925,0.3941558441558442,35.875,27.177700348432055,25.221080139372823,35.875,78,287,2.010452961672474,3,6.7386759581881535
bctech2127,https://insights.blackcoffer.com/quickbooks-dashboard-to-find-patterns-in-finance-sales-and-forecasts/,0.07043570464623095,0.0,0.07043570464623095,0.34722382880277614,23.6,26.48305084745763,20.033220338983053,23.6,125,472,2.0084745762711864,3,6.512711864406779
bctech2128,https://insights.blackcoffer.com/marketing-sales-and-financial-data-business-dashboard-wink-report/,0.12179903429903428,0.0,0.12179903429903428,0.38056943056943054,19.636363636363637,26.620370370370374,18.502693602693604,19.636363636363637,115,432,1.9652777777777777,4,6.30787037037037
bctech2129,https://insights.blackcoffer.com/react-native-apps-in-the-development-portfolio/,0.1367559523809524,0.0,0.1367559523809524,0.3919642857142857,4.925,32.48730964467005,14.964923857868019,4.925,64,197,2.715736040609137,2,9.964467005076141
bctech2130,https://insights.blackcoffer.com/a-leading-firm-website-seo-optimization/,0.066005291005291,0.0,0.066005291005291,0.403968253968254,20.666666666666668,32.25806451612903,21.16989247311828,20.666666666666668,80,248,2.1733870967741935,2,7.245967741935484
bctech2131,https://insights.blackcoffer.com/a-leading-hospitality-firm-in-the-usa-website-seo-optimization/,0.07304112554112555,0.0,0.07304112554112555,0.409025974025974,21.23076923076923,29.347826086956523,20.231438127090303,21.23076923076923,81,276,2.0615942028985508,2,6.898550724637682
bctech2132,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-website-seo-optimization/,0.016170634920634915,0.0,0.016170634920634915,0.35019841269841273,29.75,29.831932773109244,23.8327731092437,29.75,71,238,2.1218487394957983,2,7.176470588235294
bctech2133,https://insights.blackcoffer.com/a-leading-musical-instrumental-website-seo-optimization/,0.06943132624950805,0.0,0.06943132624950805,0.35062967335694606,17.923076923076923,33.47639484978541,20.559788709144932,17.923076923076923,78,233,2.2103004291845494,2,7.334763948497854
bctech2134,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-seo-and-website-optimization/,0.066005291005291,0.0,0.066005291005291,0.403968253968254,19.166666666666668,33.04347826086956,20.884057971014496,19.166666666666668,76,230,2.1695652173913045,2,7.282608695652174
bctech2135,https://insights.blackcoffer.com/immigration-datawarehouse-ai-based-recommendations/,0.1441137566137566,0.0,0.1441137566137566,0.40892857142857136,23.736842105263158,26.607538802660752,20.137752363169565,23.736842105263158,120,451,1.9268292682926829,9,6.14190687361419
bctech2136,https://insights.blackcoffer.com/lipsync-automation-for-celebrities-and-influencers/,0.12441951987406531,0.0,0.12441951987406531,0.47786304604486424,15.4,26.623376623376622,16.809350649350648,15.4,82,308,2.0844155844155843,5,7.175324675324675
bctech2137,https://insights.blackcoffer.com/key-audit-matters-predictive-modeling/,0.084765625,0.0,0.084765625,0.6253162202380953,29.736842105263158,24.778761061946902,21.806241266884026,29.736842105263158,140,565,1.8725663716814158,5,5.9274336283185844
bctech2138,https://insights.blackcoffer.com/splitting-of-songs-into-its-vocals-and-instrumental/,0.12481292517006803,0.0,0.12481292517006803,0.4492176870748299,26.714285714285715,24.331550802139038,20.418334606569903,26.714285714285715,91,374,1.9037433155080214,2,6.2727272727272725
bctech2139,https://insights.blackcoffer.com/ai-and-ml-technologies-to-evaluate-learning-assessments/,0.07177579365079365,0.0,0.07177579365079365,0.47915426587301585,22.91304347826087,22.960151802656547,18.349278112366967,22.91304347826087,121,527,1.8842504743833017,14,6.1555977229601515
bctech2140,https://insights.blackcoffer.com/datawarehouse-and-recommendations-engine-for-airbnb/,0.0996279761904762,0.0,0.0996279761904762,0.3975446428571428,23.38888888888889,24.70308788598575,19.236790709949858,23.38888888888889,104,421,1.9287410926365796,9,6.287410926365796
bctech2141,https://insights.blackcoffer.com/real-estate-data-warehouse/,0.14676190476190476,0.0,0.14676190476190476,0.41942857142857143,19.041666666666668,23.851203501094094,17.157148067104306,19.041666666666668,109,457,1.9037199124726476,1,6.330415754923414
bctech2142,https://insights.blackcoffer.com/traction-dashboards-of-marketing-campaigns-and-posts/,0.11218671679197993,0.0,0.11218671679197993,0.5781954887218045,19.217391304347824,22.171945701357465,16.555734802282114,19.217391304347824,98,442,1.909502262443439,9,6.513574660633484
bctech2143,https://insights.blackcoffer.com/google-local-service-ads-lsa-data-warehouse/,0.06722222222222222,0.0,0.06722222222222222,0.2842857142857143,24.583333333333332,28.8135593220339,21.358757062146893,24.583333333333332,85,295,2.0677966101694913,2,6.8338983050847455
bctech2144,https://insights.blackcoffer.com/google-local-service-ads-missed-calls-and-messages-automation-tool/,0.09293650793650793,0.0,0.09293650793650793,0.35349206349206347,36.5,29.794520547945208,26.517808219178086,36.5,87,292,2.058219178082192,1,6.873287671232877
bctech2145,https://insights.blackcoffer.com/marketing-ads-leads-call-status-data-tool-to-bigquery/,0.0794047619047619,0.0,0.0794047619047619,0.3335714285714286,25.272727272727273,30.575539568345324,22.33930673642904,25.272727272727273,85,278,2.133093525179856,2,7.0647482014388485
bctech2146,https://insights.blackcoffer.com/marketing-analytics-to-automate-leads-call-status-and-reporting/,0.07218614718614719,0.0,0.07218614718614719,0.3941558441558442,28.5,29.82456140350877,23.32982456140351,28.5,85,285,2.094736842105263,1,6.954385964912281
bctech2147,https://insights.blackcoffer.com/callrail-analytics-leads-report-alert/,0.11203703703703703,0.0,0.11203703703703703,0.40714285714285714,24.25,27.835051546391753,20.834020618556703,24.25,81,291,2.0927835051546393,2,6.8728522336769755
bctech2148,https://insights.blackcoffer.com/marketing-automation-tool-to-notify-lead-details-to-clients-over-email-and-phone/,0.053388278388278386,0.0,0.053388278388278386,0.32582417582417583,33.25,28.195488721804512,24.578195488721803,33.25,75,266,2.0413533834586466,1,6.849624060150376
bctech2149,https://insights.blackcoffer.com/data-etl-local-service-ads-leads-to-bigquery/,0.11748511904761905,0.0,0.11748511904761905,0.38432539682539674,29.0,29.118773946360154,23.24750957854406,29.0,76,261,2.1187739463601534,1,7.022988505747127
bctech2150,https://insights.blackcoffer.com/marbles-stimulation-using-python/,0.09058956916099775,0.0,0.09058956916099775,0.44442554799697653,25.2,22.22222222222222,18.968888888888888,25.2,84,378,1.8650793650793651,3,6.037037037037037
bctech2151,https://insights.blackcoffer.com/stocktwits-data-structurization/,0.07710618983007043,0.0,0.07710618983007043,0.4096968081669574,17.275862068965516,19.860279441117765,14.854456604033311,17.275862068965516,199,1002,1.8672654690618762,6,5.9880239520958085
bctech2152,https://insights.blackcoffer.com/sentimental-analysis-on-shareholder-letter-of-companies/,0.015062010062010064,0.0,0.015062010062010064,0.4968515268515269,21.5,31.06312292358804,21.025249169435217,21.5,187,602,2.0780730897009967,5,6.355481727574751
bctech2153,https://insights.blackcoffer.com/population-and-community-survey-of-america/,0.08194846034468677,0.0,0.08194846034468677,0.4237650085763294,22.72093023255814,24.66734902763562,18.955311704077502,22.72093023255814,241,977,1.9068577277379735,3,5.955987717502559
bctech2154,https://insights.blackcoffer.com/google-lsa-api-data-automation-and-dashboarding/,0.05206493506493506,0.0,0.05206493506493506,0.26577365491651206,20.56338028169014,21.506849315068493,16.828091838703454,20.56338028169014,314,1460,1.832191780821918,8,5.785616438356165
bctech2155,https://insights.blackcoffer.com/healthcare-data-analysis/,0.09530423280423282,0.0,0.09530423280423282,0.3673721340388007,19.6,22.448979591836736,16.8195918367347,19.6,88,392,1.8954081632653061,11,6.183673469387755
bctech2156,https://insights.blackcoffer.com/budget-sales-kpi-dashboard-using-power-bi/,0.14200680272108843,0.0,0.14200680272108843,0.40510204081632656,37.8,32.804232804232804,28.241693121693118,37.8,62,189,2.2433862433862433,1,7.555555555555555
bctech2157,https://insights.blackcoffer.com/amazon-buy-bot-an-automation-ai-tool-to-auto-checkouts/,0.08733766233766233,0.0,0.08733766233766233,0.366017316017316,25.272727272727273,27.697841726618705,21.188227599738394,25.272727272727273,77,278,1.9964028776978417,2,6.661870503597123
